S.No#,CarTitle,CarCompany,ModelYear,Mileage(km),EngineType,Transmission,RegisteredCIty,CarColor,EngineCapacity(cc),BodyType,Price(PKR_lacs)
1634,Suzuki Wagon R VXL 2018,Suzuki,2018,55000,Petrol,Manual,Karachi,White,1000,Hatchback,17.99
1635,Mitsubishi Pajero Exceed 2.8D 1993,Mitsubishi,1993,10000,Diesel,Manual,Lahore,Silver,2800,SUV,18
1636,Suzuki Spacia X 2016,Suzuki,2016,40000,Hybrid,Automatic,Un-Registered,Burgundy,660,Station Wagon,18
1637,Mazda Scrum PC 2017,Mazda,2017,50000,Petrol,Manual,Un-Registered,Silver,660,Mini Van,18
1638,Suzuki Swift DLX 1.3 2018,Suzuki,2018,47000,Petrol,Manual,Sindh,Silver,1300,Hatchback,18
1639,Suzuki Alto VX 2020,Suzuki,2020,25000,Petrol,Manual,Sindh,White,660,Hatchback,18
1640,Suzuki Wagon R VXL 2018,Suzuki,2018,47852,Petrol,Manual,Lahore,Silver,1000,Hatchback,18
1641,Toyota Celica GT-R 1992,Toyota,1992,28220,Petrol,Manual,Lahore,Black,2000,Coupe,18
1642,Suzuki Swift DLX 1.3 Navigation  2016,Suzuki,2016,60000,Petrol,Manual,Sindh,White,1300,Hatchback,18
1643,Suzuki Swift DLX Automatic 1.3 2014,Suzuki,2014,50000,Petrol,Automatic,Adda jahan khan,Beige,1300,Hatchback,18
1644,Suzuki Hustler G 2015,Suzuki,2015,48000,Petrol,Automatic,Punjab,Pink,660,Hatchback,18
1645,Suzuki Wagon R VXL 2016,Suzuki,2016,40000,Petrol,Manual,Sindh,Silver,1000,Hatchback,18
1646,Suzuki Alto VXR 2019,Suzuki,2019,20000,Petrol,Manual,Lodhran,Silver,660,Hatchback,18
1647,Toyota Hilux Single Cab 1995,Toyota,1995,10000,Diesel,Manual,Sindh,Green,2800,SUV,18
1648,Suzuki Wagon R VXL 2017,Suzuki,2017,57000,Petrol,Manual,Lahore,White,1000,Hatchback,18
1649,Toyota Corolla XLi 2008,Toyota,2008,21500,Petrol,Manual,Islamabad,White,1300,Sedan,18.1
1650,Suzuki Wagon R VXL 2018,Suzuki,2018,52000,Petrol,Manual,Lahore,White,1000,Hatchback,18.1
1651,Suzuki Alto VX 2020,Suzuki,2020,17500,Petrol,Manual,Punjab,White,660,Hatchback,18.1
1652,Suzuki Alto VX 2021,Suzuki,2021,20000,Petrol,Manual,Lahore,Grey,660,Hatchback,18.2
1653,Suzuki Alto VXR 2019,Suzuki,2019,39449,Petrol,Manual,Un-Registered,White,660,Hatchback,18.2
1654,FAW V2 VCT-i 2020,FAW,2020,52400,Petrol,Manual,Islamabad,Grey,1300,Hatchback,18.2
1655,Suzuki Alto VXR 2020,Suzuki,2020,55000,Petrol,Manual,Lahore,White,660,Hatchback,18.2
1656,Suzuki Alto VXR 2019,Suzuki,2019,35000,Petrol,Manual,Sindh,Grey,660,Hatchback,18.2
1657,Toyota Corolla GLi 1.3 VVTi Ecotec  2011,Toyota,2011,25000,Petrol,Manual,Lahore,White,1300,Sedan,18.2
1658,Suzuki Alto VXR 2019,Suzuki,2019,46000,Petrol,Manual,Punjab,White,660,Hatchback,18.2
1659,Suzuki Cultus VXR 2018,Suzuki,2018,47000,Petrol,Manual,Sindh,Blue,1000,Hatchback,18.2
1660,Suzuki Alto VXR 2019,Suzuki,2019,26000,Petrol,Manual,Sindh,White,660,Hatchback,18.25
1661,Suzuki Alto VXR 2019,Suzuki,2019,60000,Petrol,Manual,Sindh,Silver,660,Hatchback,18.25
1662,Suzuki Wagon R VXL 2017,Suzuki,2017,52000,Petrol,Manual,Lahore,Grey,1000,Hatchback,18.25
1663,Suzuki Alto VXR 2021,Suzuki,2021,23000,Petrol,Manual,Un-Registered,White,660,Hatchback,18.25
1664,Suzuki Wagon R VXR 2019,Suzuki,2019,37000,Petrol,Manual,Un-Registered,White,1000,Hatchback,18.25
1665,Suzuki Alto VXR 2019,Suzuki,2019,58000,Petrol,Manual,Islamabad,Grey,660,Hatchback,18.25
1666,Mitsubishi Pajero Exceed 2.8D 1993,Mitsubishi,1993,10000,Diesel,Manual,Lahore,Silver,2800,SUV,18.25
1667,Suzuki Alto VX 2019,Suzuki,2019,45000,Petrol,Manual,Lahore,White,660,Hatchback,18.25
1668,Suzuki Wagon R VXL 2019,Suzuki,2019,51000,Petrol,Manual,Lahore,Silver,1000,Hatchback,18.25
1669,Suzuki Wagon R Stingray J Style 2017,Suzuki,2017,52000,Petrol,Automatic,Lahore,Maroon,660,Hatchback,18.25
1670,Suzuki Alto VX 2020,Suzuki,2020,35000,Petrol,Manual,Punjab,Silver,660,Hatchback,18.25
1671,Changan Karvaan Base Model 1.0 2020,Changan,2020,35000,Petrol,Manual,Lahore,Silver,1000,Mini Van,18.25
1672,Daihatsu Mira ES 2014,Daihatsu,2014,12258,Petrol,Automatic,Lahore,Red,660,Hatchback,18.25
1673,Suzuki Wagon R VXL 2017,Suzuki,2017,55050,Petrol,Manual,Islamabad,White,1000,Hatchback,18.25
1674,Suzuki Wagon R VXR 2018,Suzuki,2018,49000,Petrol,Manual,Lahore,White,1000,Hatchback,18.25
1675,Suzuki Wagon R VXL 2018,Suzuki,2018,60000,Petrol,Manual,Lahore,Silver,1000,Hatchback,18.25
1676,Suzuki Alto VXR 2019,Suzuki,2019,42000,Petrol,Manual,Lahore,White,660,Hatchback,18.25
1677,Suzuki Alto VXR 2019,Suzuki,2019,55000,Petrol,Manual,Sindh,White,660,Hatchback,18.25
1678,Suzuki Cultus VXL 2018,Suzuki,2018,60000,Petrol,Manual,Sindh,White,1000,Hatchback,18.25
1679,Suzuki Alto VXR 2019,Suzuki,2019,32800,Petrol,Manual,Adda jahan khan,White,660,Hatchback,18.3
1680,Suzuki Alto VXR 2019,Suzuki,2019,27000,Petrol,Manual,Sindh,White,660,Hatchback,18.3
1681,Changan Karvaan Base Model 1.0 2021,Changan,2021,46000,Petrol,Manual,Punjab,White,1000,Mini Van,18.3
1682,Suzuki Wagon R VXL 2017,Suzuki,2017,33000,Petrol,Manual,Lahore,Grey,1000,Hatchback,18.35
1683,Suzuki Wagon R VXL 2017,Suzuki,2017,52500,Petrol,Manual,Lahore,Gold,1000,Hatchback,18.35
1684,Suzuki Alto VX 2020,Suzuki,2020,33500,Petrol,Manual,Punjab,Silver,660,Hatchback,18.4
1685,Suzuki Wagon R VXR 2020,Suzuki,2020,43000,Petrol,Manual,Lahore,Black,1000,Hatchback,18.4
1686,Suzuki Wagon R VXL 2017,Suzuki,2017,33000,Petrol,Manual,Punjab,White,1000,Hatchback,18.4
1687,Changan Karvaan Base Model 1.0 2020,Changan,2020,34500,Petrol,Manual,Islamabad,White,1000,Mini Van,18.4
1688,Toyota Passo X L Package 2012,Toyota,2012,52000,Petrol,Automatic,Sindh,Silver,1000,Hatchback,18.4
1689,Suzuki Wagon R VXL 2018,Suzuki,2018,55000,Petrol,Manual,Lahore,White,1000,Hatchback,18.4
1690,Suzuki Wagon R VXR 2018,Suzuki,2018,46000,Petrol,Manual,Lahore,White,1000,Hatchback,18.4
1691,Suzuki Wagon R VXL 2018,Suzuki,2018,59000,Petrol,Manual,Lahore,Gold,1000,Hatchback,18.45
1692,Suzuki Wagon R VXL 2018,Suzuki,2018,47500,Petrol,Manual,Lahore,Silver,1000,Hatchback,18.45
1693,Suzuki Swift DLX 1.3 2017,Suzuki,2017,47500,Petrol,Manual,Sindh,White,1300,Hatchback,18.45
1694,Toyota Hilux Double Cab 1993,Toyota,1993,5140,Diesel,Manual,Adda jahan khan,Grey,2400,SUV,18.5
1695,Toyota Land Cruiser RKR 1989,Toyota,1989,37740,Diesel,Manual,Karachi,White,3400,SUV,18.5
1696,Mitsubishi Pajero Exceed 2.5D 1985,Mitsubishi,1985,25000,Diesel,Manual,Islamabad,Silver,2500,SUV,18.5
1697,Suzuki Wagon R VXL 2017,Suzuki,2017,52300,Petrol,Manual,Punjab,Grey,1000,Hatchback,18.5
1698,Toyota Corolla XLi VVTi 2011,Toyota,2011,47144,Petrol,Manual,Islamabad,White,1300,Sedan,18.5
1699,Suzuki Swift DLX 1.3 2017,Suzuki,2017,60000,Petrol,Manual,Sindh,Silver,1300,Hatchback,18.5
1700,Suzuki Wagon R VXL 2018,Suzuki,2018,47000,Petrol,Manual,Punjab,Silver,1000,Hatchback,18.5
1701,Suzuki Wagon R VXR 2018,Suzuki,2018,37000,Petrol,Manual,Lahore,White,1000,Hatchback,18.5
1702,Honda Civic VTi Oriel 1.8 i-VTEC 2010,Honda,2010,50000,Petrol,Manual,Islamabad,Silver,1800,Sedan,18.5
1703,Suzuki Alto VXR 2020,Suzuki,2020,30000,Petrol,Manual,Sindh,White,660,Hatchback,18.5
1704,Suzuki Alto VXR 2019,Suzuki,2019,30000,Petrol,Manual,Lahore,Silver,660,Hatchback,18.55
1705,Suzuki Wagon R VXL 2017,Suzuki,2017,60000,Petrol,Manual,Gujranwala,Grey,1000,Hatchback,18.6
1706,Nissan Clipper E Four Special Pack 2017,Nissan,2017,22500,Petrol,Automatic,Un-Registered,White,660,Mini Van,18.6
1707,Suzuki Alto VXR 2019,Suzuki,2019,33000,Petrol,Manual,Lahore,White,660,Hatchback,18.6
1708,Suzuki Alto VX 2020,Suzuki,2020,23000,Petrol,Manual,Lahore,White,660,Hatchback,18.6
1709,Suzuki Alto VXR 2020,Suzuki,2020,54000,Petrol,Manual,Sindh,White,660,Hatchback,18.6
1710,Suzuki Alto VX 2021,Suzuki,2021,23000,Petrol,Manual,Punjab,White,660,Hatchback,18.6
1711,Suzuki Alto VX 2022,Suzuki,2022,600,Petrol,Manual,Un-Registered,White,660,Hatchback,18.6
1712,Honda City 1.3 i-VTEC Prosmatec 2010,Honda,2010,25000,Petrol,Automatic,Lahore,Blue,1300,Sedan,18.6
1713,Suzuki Alto VXR 2019,Suzuki,2019,42000,Petrol,Manual,Sindh,White,660,Hatchback,18.6
1714,Suzuki Alto VXR 2019,Suzuki,2019,26000,Petrol,Manual,Islamabad,White,660,Hatchback,18.6
1715,Changan Karvaan Base Model 1.0 2021,Changan,2021,43000,Petrol,Manual,Lahore,White,1000,Mini Van,18.6
1716,Suzuki Alto VX 2021,Suzuki,2021,20000,Petrol,Manual,Islamabad,White,660,Hatchback,18.65
1717,Suzuki Alto VXR 2020,Suzuki,2020,21000,Petrol,Manual,Sindh,Silver,660,Hatchback,18.65
1718,Suzuki Wagon R VXR 2018,Suzuki,2018,48000,Petrol,Manual,Lahore,Grey,1000,Hatchback,18.65
1719,Suzuki Alto VXR 2021,Suzuki,2021,5900,Petrol,Manual,Un-Registered,Silver,660,Hatchback,18.7
1720,Suzuki Wagon R VXL 2019,Suzuki,2019,60000,Petrol,Manual,Islamabad,White,1000,Hatchback,18.7
1721,Suzuki Alto VX 2021,Suzuki,2021,50000,Petrol,Manual,Punjab,White,660,Hatchback,18.7
1722,Suzuki Alto VXR 2020,Suzuki,2020,40000,Petrol,Manual,Sindh,White,660,Hatchback,18.7
1723,Suzuki Alto VXR 2021,Suzuki,2021,6000,Petrol,Manual,Sindh,White,660,Hatchback,18.7
1724,Suzuki Wagon R VXL 2019,Suzuki,2019,46000,Petrol,Manual,Lahore,White,1000,Hatchback,18.7
1725,Suzuki Wagon R VXL 2018,Suzuki,2018,60000,Petrol,Manual,Lahore,White,1000,Hatchback,18.7
1726,Suzuki Alto VXR 2019,Suzuki,2019,28623,Petrol,Manual,Sindh,Grey,660,Hatchback,18.7
1727,Suzuki Alto VXR 2020,Suzuki,2020,53000,Petrol,Manual,Sindh,White,660,Hatchback,18.7
1728,Suzuki Wagon R VXL 2017,Suzuki,2017,60000,Petrol,Manual,Lahore,Grey,1000,Hatchback,18.7
1729,Suzuki Wagon R VXL 2019,Suzuki,2019,60000,Petrol,Manual,Lahore,White,1000,Hatchback,18.75
1730,Changan Karvaan Base Model 1.0 2020,Changan,2020,40314,Petrol,Manual,Sindh,White,1000,Mini Van,18.75
1731,Suzuki Alto VXR 2019,Suzuki,2019,19000,Petrol,Manual,Multan,Grey,660,Hatchback,18.75
1732,Suzuki Alto VXR 2019,Suzuki,2019,24000,Petrol,Manual,Lahore,Black,660,Hatchback,18.75
1733,Suzuki Wagon R VXL 2018,Suzuki,2018,58000,Petrol,Manual,Lahore,White,1000,Hatchback,18.75
1734,Suzuki Alto VX 2021,Suzuki,2021,2800,Petrol,Manual,Un-Registered,Grey,660,Hatchback,18.75
1735,Suzuki Alto VXR 2020,Suzuki,2020,33000,Petrol,Manual,Lahore,Silver,660,Hatchback,18.75
1736,Suzuki Wagon R VXL 2018,Suzuki,2018,38000,Petrol,Manual,Sindh,White,1000,Hatchback,18.75
1737,Suzuki Wagon R VXL 2018,Suzuki,2018,34000,Petrol,Manual,Sindh,Grey,1000,Hatchback,18.75
1738,Suzuki Wagon R VXL 2018,Suzuki,2018,45000,Petrol,Manual,Lahore,Silver,1000,Hatchback,18.75
1739,Suzuki Alto VXR 2019,Suzuki,2019,23000,Petrol,Manual,Lahore,Black,660,Hatchback,18.75
1740,Suzuki Alto VX 2022,Suzuki,2022,500,Petrol,Manual,Punjab,White,660,Hatchback,18.75
1741,Suzuki Alto VX 2020,Suzuki,2020,36000,Petrol,Manual,Islamabad,White,660,Hatchback,18.75
1742,Suzuki Wagon R VXL 2017,Suzuki,2017,47500,Petrol,Manual,Lahore,Gold,1000,Hatchback,18.75
1743,Suzuki Alto VXR 2019,Suzuki,2019,35000,Petrol,Manual,Lahore,White,660,Hatchback,18.75
1744,Changan Karvaan Base Model 1.0 2020,Changan,2020,55000,Petrol,Manual,Lahore,Silver,1000,Mini Van,18.75
1745,Suzuki Alto VXR 2019,Suzuki,2019,19000,Petrol,Manual,Lahore,Silver,660,Hatchback,18.75
1746,Suzuki Alto VX 2020,Suzuki,2020,43000,Petrol,Manual,Lahore,Silver,660,Hatchback,18.75
1747,Suzuki Wagon R VXL 2018,Suzuki,2018,54995,Petrol,Manual,Lahore,White,1000,Hatchback,18.75
1748,Suzuki Wagon R VXL 2017,Suzuki,2017,56000,Petrol,Manual,Islamabad,White,1000,Hatchback,18.75
1749,Suzuki Alto VX 2022,Suzuki,2022,8500,Petrol,Manual,Un-Registered,White,660,Hatchback,18.75
1750,Changan Karvaan Base Model 1.0 2022,Changan,2022,19000,Petrol,Manual,Sindh,White,1000,Mini Van,18.75
1751,Suzuki Alto VXR 2020,Suzuki,2020,27000,Petrol,Manual,Sindh,Silver,660,Hatchback,18.75
1752,Suzuki Alto VXR 2020,Suzuki,2020,33900,Petrol,Manual,Sindh,Grey,660,Hatchback,18.75
1753,Toyota Vitz B Intelligent Package 1.0 2009,Toyota,2009,10000,Petrol,Automatic,Rawalpindi,White,1000,Hatchback,18.75
1754,Suzuki Swift DLX 1.3 2014,Suzuki,2014,60000,Petrol,Manual,Lahore,Grey,1300,Hatchback,18.75
1755,Suzuki Alto VX 2021,Suzuki,2021,16500,Petrol,Manual,Sindh,Silver,660,Hatchback,18.75
1756,Suzuki Alto VXR 2020,Suzuki,2020,33000,Petrol,Manual,Lahore,White,660,Hatchback,18.75
1757,Suzuki Alto VXR 2019,Suzuki,2019,39000,Petrol,Manual,Lahore,White,660,Hatchback,18.75
1758,Suzuki Wagon R VXL 2018,Suzuki,2018,41000,Petrol,Manual,Abbottabad,Grey,1000,Hatchback,18.75
1759,Suzuki Swift DLX 1.3 2016,Suzuki,2016,57000,Petrol,Manual,Lahore,Grey,1300,Hatchback,18.79
1760,Changan Karvaan Base Model 1.0 2020,Changan,2020,49000,Petrol,Manual,Punjab,White,1000,Mini Van,18.8
1761,Suzuki Alto VX 2021,Suzuki,2021,17350,Petrol,Manual,Lahore,Silver,660,Hatchback,18.8
1762,Suzuki Wagon R VXL 2018,Suzuki,2018,57000,Petrol,Manual,Lahore,White,1000,Hatchback,18.8
1763,Suzuki Alto VXR 2020,Suzuki,2020,39000,Petrol,Manual,Lahore,White,660,Hatchback,18.8
1764,Suzuki Wagon R VXL 2018,Suzuki,2018,55000,Petrol,Manual,Lahore,White,1000,Hatchback,18.8
1765,Suzuki Alto VXR 2019,Suzuki,2019,50000,Petrol,Manual,Lahore,White,660,Hatchback,18.8
1766,Suzuki Alto VXR 2019,Suzuki,2019,14000,Petrol,Manual,Sindh,White,660,Hatchback,18.8
1767,Suzuki Wagon R VXL 2018,Suzuki,2018,60000,Petrol,Manual,Punjab,White,1000,Hatchback,18.8
1768,Suzuki Alto VX 2022,Suzuki,2022,13800,Petrol,Manual,Sindh,Silver,660,Hatchback,18.8
1769,Suzuki Wagon R VXL 2018,Suzuki,2018,44000,Petrol,Manual,Lahore,Silver,1000,Hatchback,18.8
1770,Suzuki Alto VXR 2019,Suzuki,2019,46000,Petrol,Manual,Punjab,White,660,Hatchback,18.8
1771,Suzuki Wagon R VXL 2018,Suzuki,2018,60000,Petrol,Manual,Sindh,Silver,1000,Hatchback,18.8
1772,Suzuki Alto VXR 2019,Suzuki,2019,30200,Petrol,Manual,Punjab,Silver,660,Hatchback,18.8
1773,Suzuki Alto VX 2021,Suzuki,2021,1600,Petrol,Manual,Un-Registered,White,660,Hatchback,18.8
1774,Toyota Vitz B 1.0 2009,Toyota,2009,786,Petrol,Automatic,Lahore,White,1000,Hatchback,18.8
1775,Suzuki Wagon R VXL 2018,Suzuki,2018,43003,Petrol,Manual,Lahore,White,1000,Hatchback,18.8
1776,Suzuki Alto VXR 2019,Suzuki,2019,39000,Petrol,Manual,Lahore,White,660,Hatchback,18.8
1777,Suzuki Alto VX 2021,Suzuki,2021,9500,Petrol,Manual,Un-Registered,White,660,Hatchback,18.8
1778,Suzuki Alto VXR 2019,Suzuki,2019,35000,Petrol,Manual,Lahore,White,660,Hatchback,18.8
1779,Suzuki Wagon R VXL 2017,Suzuki,2017,40000,Petrol,Manual,Lahore,Silver,1000,Hatchback,18.8
1780,Suzuki Alto VXR 2020,Suzuki,2020,17751,Petrol,Manual,Sindh,White,660,Hatchback,18.8
1781,Changan Karvaan Base Model 1.0 2020,Changan,2020,20000,Petrol,Manual,Sindh,White,1000,Mini Van,18.8
1782,Suzuki Alto VX 2021,Suzuki,2021,28500,Petrol,Manual,Lahore,White,660,Hatchback,18.8
1783,Suzuki Bolan VX Euro II 2022,Suzuki,2022,650,Petrol,Manual,Islamabad,White,800,Van,18.8
1784,Suzuki Alto VXR 2020,Suzuki,2020,56000,Petrol,Manual,Punjab,White,660,Hatchback,18.85
1785,Suzuki Wagon R VXR 2018,Suzuki,2018,51236,Petrol,Manual,Lahore,White,1000,Hatchback,18.85
1786,Suzuki Alto VXR 2019,Suzuki,2019,44000,Petrol,Manual,Lahore,White,660,Hatchback,18.85
1787,Suzuki Alto VXR 2019,Suzuki,2019,31000,Petrol,Manual,Lahore,White,660,Hatchback,18.85
1788,Suzuki Alto VXR 2019,Suzuki,2019,58000,Petrol,Manual,Sindh,Black,660,Hatchback,18.85
1789,Suzuki Alto VX 2020,Suzuki,2020,48000,Petrol,Manual,Lahore,Silver,660,Hatchback,18.85
1790,Suzuki Alto VX 2021,Suzuki,2021,5000,Petrol,Manual,Punjab,Silver,660,Hatchback,18.85
1791,Nissan Dayz Bolero X 2018,Nissan,2018,48000,Petrol,Automatic,Lahore,Black,660,Hatchback,18.9
1792,Suzuki Alto VXR 2019,Suzuki,2019,60000,Petrol,Manual,Lahore,White,660,Hatchback,18.9
1793,Suzuki Wagon R VXL 2018,Suzuki,2018,36000,Petrol,Manual,Multan,White,1000,Hatchback,18.9
1794,Suzuki Alto VXR 2019,Suzuki,2019,41000,Petrol,Manual,Lahore,White,660,Hatchback,18.9
1795,Nissan Dayz J 2018,Nissan,2018,54000,Petrol,Automatic,Lahore,Green,660,Hatchback,18.9
1796,Suzuki Alto VXR 2019,Suzuki,2019,32000,Petrol,Manual,Lahore,White,660,Hatchback,18.9
1797,Suzuki Swift DLX 1.3 Navigation  2015,Suzuki,2015,59400,Petrol,Manual,Islamabad,Grey,1300,Hatchback,18.9
1798,Suzuki Alto VX 2021,Suzuki,2021,26000,Petrol,Manual,Islamabad,White,660,Hatchback,18.9
1799,Suzuki Wagon R VXL 2016,Suzuki,2016,32000,Petrol,Manual,Islamabad,Brown,1000,Hatchback,18.9
1800,Suzuki Alto VX 2020,Suzuki,2020,14000,Petrol,Manual,Sindh,Silver,660,Hatchback,18.9
1801,Suzuki Alto VXR 2019,Suzuki,2019,42000,Petrol,Manual,Punjab,White,660,Hatchback,18.9
1802,Suzuki Wagon R VXL 2018,Suzuki,2018,43000,Petrol,Manual,Lahore,Silver,1000,Hatchback,18.9
1803,Nissan Roox X 2015,Nissan,2015,42500,Petrol,Automatic,Islamabad,Silver,660,Hatchback,18.9
1804,Toyota Yaris ATIV CVT 1.3 2021,Toyota,2021,32000,Petrol,Automatic,Punjab,White,1300,Sedan,18.9
1805,Suzuki Alto VXR 2019,Suzuki,2019,32523,Petrol,Manual,Lahore,White,660,Hatchback,18.9
1806,Nissan Dayz J 2016,Nissan,2016,60000,Petrol,Automatic,Lahore,White,660,Hatchback,18.9
1807,Suzuki Alto VX 2021,Suzuki,2021,10000,Petrol,Manual,Islamabad,Silver,660,Hatchback,18.9
1808,Suzuki Alto VXR 2020,Suzuki,2020,21000,Petrol,Manual,Sindh,Silver,660,Hatchback,18.9
1809,Suzuki Alto VXR 2019,Suzuki,2019,42000,Petrol,Manual,Lahore,White,660,Hatchback,18.9
1810,Suzuki Wagon R VXL 2018,Suzuki,2018,57000,Petrol,Manual,Lahore,Grey,1000,Hatchback,18.9
1811,Suzuki Alto VXR 2020,Suzuki,2020,37000,Petrol,Manual,Lahore,Silver,660,Hatchback,18.95
1812,Suzuki Alto VXL AGS 2019,Suzuki,2019,50000,Petrol,Automatic,Sindh,White,660,Hatchback,18.95
1813,Suzuki Alto VXR 2020,Suzuki,2020,32100,Petrol,Manual,Lahore,White,660,Hatchback,18.95
1814,Suzuki Alto VXR 2020,Suzuki,2020,32100,Petrol,Manual,Lahore,White,660,Hatchback,18.95
1815,Suzuki Wagon R VXL 2018,Suzuki,2018,43000,Petrol,Manual,Lahore,Gold,1000,Hatchback,18.95
1816,Suzuki Alto VXR 2019,Suzuki,2019,43000,Petrol,Manual,Lahore,White,660,Hatchback,18.95
1817,Suzuki Alto VXR 2019,Suzuki,2019,27000,Petrol,Manual,Punjab,White,660,Hatchback,18.95
1818,Suzuki Alto VX 2022,Suzuki,2022,14500,Petrol,Manual,Punjab,Silver,660,Hatchback,18.95
1819,Toyota Corolla GLi 1.3 VVTi 2012,Toyota,2012,10023,Petrol,Manual,Lahore,Grey,1300,Sedan,18.95
1820,Suzuki Wagon R VXL 2018,Suzuki,2018,45000,Petrol,Manual,Lahore,White,1000,Hatchback,18.95
1821,Suzuki Alto VX 2022,Suzuki,2022,5500,Petrol,Manual,Punjab,White,660,Hatchback,18.95
1822,Suzuki Alto VXR 2019,Suzuki,2019,51000,Petrol,Manual,Rawalpindi,Silver,660,Hatchback,18.95
1823,Suzuki Alto VX 2022,Suzuki,2022,5300,Petrol,Manual,Punjab,White,660,Hatchback,18.95
1824,Suzuki Alto VXR 2019,Suzuki,2019,33000,Petrol,Manual,Lahore,White,660,Hatchback,18.95
1825,Suzuki Wagon R VXL 2017,Suzuki,2017,48000,Petrol,Manual,Karachi,White,1000,Hatchback,18.95
1826,Suzuki Swift DLX 1.3 Navigation  2018,Suzuki,2018,56458,Petrol,Manual,Karachi,Grey,1300,Hatchback,18.99
1827,Suzuki Alto VXR 2020,Suzuki,2020,57000,Petrol,Manual,Sindh,White,660,Hatchback,18.99
1828,Suzuki Alto VX 2021,Suzuki,2021,9405,Petrol,Manual,Islamabad,Blue,660,Hatchback,18.99
1829,Suzuki Alto VXR 2019,Suzuki,2019,45000,Petrol,Manual,Islamabad,Grey,660,Hatchback,19
1830,Hyundai Shehzore Pickup H-100 2006,Hyundai,2006,1234,Diesel,Manual,Muzaffarabad,White,2600,Pick Up,19
1831,Suzuki Wagon R VXL 2018,Suzuki,2018,22500,Petrol,Manual,Rawalpindi,Silver,1000,Hatchback,19
1832,Suzuki Wagon R VXL 2019,Suzuki,2019,60000,Petrol,Manual,Lahore,White,1000,Hatchback,19
1833,Suzuki Wagon R VXL 2018,Suzuki,2018,44000,Petrol,Manual,Lahore,White,1000,Hatchback,19
1834,Suzuki Wagon R VXL 2017,Suzuki,2017,23680,Petrol,Manual,Lahore,Silver,1000,Hatchback,19
1835,Suzuki Alto VX 2022,Suzuki,2022,14900,Petrol,Manual,Punjab,White,660,Hatchback,19
1836,Suzuki Wagon R VXL 2018,Suzuki,2018,38000,Petrol,Manual,Punjab,Black,1000,Hatchback,19
1837,Nissan Roox X IDLING STOP 2014,Nissan,2014,59000,Petrol,Automatic,Islamabad,Black,660,Hatchback,19
1838,Suzuki Alto VX 2021,Suzuki,2021,9800,Petrol,Manual,Lahore,Silver,660,Hatchback,19
1839,Suzuki Alto VX 2022,Suzuki,2022,8000,Petrol,Manual,Adda jahan khan,Grey,660,Hatchback,19
1840,Nissan Dayz X 2014,Nissan,2014,48062,Petrol,Automatic,Adda jahan khan,Gold,660,Hatchback,19
1841,Suzuki Alto VXR 2021,Suzuki,2021,10000,Petrol,Manual,Sindh,White,660,Hatchback,19
1842,Suzuki Alto VXR 2019,Suzuki,2019,50000,Petrol,Manual,Punjab,White,660,Hatchback,19
1843,Suzuki Wagon R VXL 2018,Suzuki,2018,29000,Petrol,Manual,Lahore,Grey,1000,Hatchback,19
1844,Toyota Corolla SE Saloon 2003,Toyota,2003,59000,Petrol,Manual,Sindh,White,1600,Sedan,19
1845,Suzuki Wagon R VXL 2017,Suzuki,2017,58000,Petrol,Manual,Islamabad,Black,1000,Hatchback,19
1846,Suzuki Alto VXR 2019,Suzuki,2019,21500,Petrol,Manual,Islamabad,White,660,Hatchback,19
1847,Suzuki Alto VXL AGS 2020,Suzuki,2020,35000,Petrol,Automatic,Islamabad,Grey,660,Hatchback,19
1848,Suzuki Wagon R VXL 2018,Suzuki,2018,44000,Petrol,Manual,Lahore,Grey,1000,Hatchback,19
1849,Suzuki Alto VX 2021,Suzuki,2021,39000,Petrol,Manual,Islamabad,White,660,Hatchback,19
1850,Honda City 1.5 i-VTEC 2013,Honda,2013,1234,Petrol,Manual,Islamabad,Black,1500,Sedan,19
1851,Suzuki Swift DLX 1.3 2016,Suzuki,2016,60000,Petrol,Manual,Lahore,White,1300,Hatchback,19
1852,Suzuki Alto VX 2020,Suzuki,2020,25500,Petrol,Manual,Punjab,Grey,660,Hatchback,19
1853,Suzuki Alto VXR 2020,Suzuki,2020,39000,Petrol,Manual,Sindh,Silver,660,Hatchback,19
1854,Suzuki Wagon R VXL 2017,Suzuki,2017,38004,Petrol,Manual,Lahore,Silver,1000,Hatchback,19
1855,Suzuki Wagon R VXL 2019,Suzuki,2019,50000,Petrol,Manual,Islamabad,White,1000,Hatchback,19
1856,Suzuki Alto VXR 2020,Suzuki,2020,34000,Petrol,Manual,Un-Registered,White,660,Hatchback,19
1857,Suzuki Wagon R VXL 2018,Suzuki,2018,50000,Petrol,Manual,Lahore,Silver,1000,Hatchback,19
1858,Suzuki Wagon R VXL 2019,Suzuki,2019,46500,Petrol,Manual,Lahore,White,1000,Hatchback,19
1859,Suzuki Alto VX 2020,Suzuki,2020,25000,Petrol,Manual,Punjab,Silver,660,Hatchback,19
1860,Daihatsu Mira ES 2014,Daihatsu,2014,60000,Petrol,Automatic,Lahore,Beige,660,Hatchback,19
1861,Prince K07 S 2021,Prince,2021,58000,Petrol,Manual,Punjab,White,1000,Van,19
1862,Toyota Corolla XLi 2007,Toyota,2007,60000,Petrol,Manual,Islamabad,White,1300,Sedan,19
