S.No#,CarTitle,CarCompany,ModelYear,Mileage(km),EngineType,Transmission,RegisteredCIty,CarColor,EngineCapacity(cc),BodyType,Price(PKR_lacs),PredictedPrice_LR,PredictedPrice_RR,PredictedPrice_SVR
2695,Suzuki Wagon R VXL 2019,Suzuki,2019,26000,Petrol,Manual,Lahore,White,1000.0,Hatchback,21.9,22.53963970219229,22.542194638968795,26.796225915639567
2696,Suzuki Alto VXR 2021,Suzuki,2021,36000,Petrol,Manual,Islamabad,White,660.0,Hatchback,21.9,20.202687067481747,20.1768319911489,18.908951156042754
2697,Suzuki Alto VXR 2022,Suzuki,2022,18000,Petrol,Manual,Islamabad,White,660.0,Hatchback,21.9,22.289044980208928,22.252833488644683,18.913196150860223
2698,Suzuki Alto VXR 2022,Suzuki,2022,18000,Petrol,Manual,Punjab,White,660.0,Hatchback,21.9,21.56402032074311,21.47680245219908,18.91317615774784
2699,Suzuki Alto VXR 2021,Suzuki,2021,41800,Petrol,Manual,Islamabad,White,660.0,Hatchback,21.9,20.202687067481747,20.1768319911489,18.908951156042754
2700,Suzuki Alto VXR 2022,Suzuki,2022,1300,Petrol,Manual,Un-Registered,White,660.0,Hatchback,21.95,24.409794300354406,24.397582586977478,18.913460090309407
2701,Changan Karvaan Plus 2021,Changan,2021,45000,Petrol,Manual,Punjab,White,1000.0,Mini Van,21.95,22.852585224813083,22.72974606247317,26.805397002038553
2702,Suzuki Alto VXR 2022,Suzuki,2022,2900,Petrol,Manual,Punjab,White,660.0,Hatchback,21.95,21.56402032074311,21.47680245219908,18.91317615774784
2703,Suzuki Wagon R VXL 2020,Suzuki,2020,28000,Petrol,Manual,Punjab,White,1000.0,Hatchback,21.95,25.04933295443061,24.972940051600744,26.800734317265004
2704,Changan Karvaan Plus 2021,Changan,2021,18000,Petrol,Manual,Un-Registered,White,1000.0,Mini Van,21.95,25.698359204424378,25.650526197251565,26.80569528008308
2705,Suzuki Alto VXR 2022,Suzuki,2022,12000,Petrol,Manual,Islamabad,White,660.0,Hatchback,21.95,22.289044980208928,22.252833488644683,18.913196150860223
2706,Suzuki Alto VXR 2022,Suzuki,2022,2000,Petrol,Manual,Sindh,Silver,660.0,Hatchback,21.95,20.028898823109557,19.931336673600526,18.913082410483227
2707,Suzuki Alto VXR 2022,Suzuki,2022,8500,Petrol,Manual,Punjab,Grey,660.0,Hatchback,21.95,21.503766102174268,21.40733420806737,18.913118908150885
2708,Suzuki Alto VXR 2022,Suzuki,2022,3500,Petrol,Manual,Un-Registered,White,660.0,Hatchback,21.95,24.409794300354406,24.397582586977478,18.913460090309407
2709,Suzuki Wagon R VXR 2021,Suzuki,2021,25000,Petrol,Manual,Lahore,White,1000.0,Hatchback,21.95,26.71235552764756,26.694197633958538,26.805086946474255
2710,Suzuki Alto VXR 2021,Suzuki,2021,12000,Petrol,Manual,Islamabad,White,660.0,Hatchback,21.95,20.202687067481747,20.1768319911489,18.908951156042754
2711,Suzuki Alto VXL AGS 2019,Suzuki,2019,25000,Petrol,Automatic,Punjab,Maroon,660.0,Hatchback,21.99,18.661100088657804,18.808651487460338,18.901442768921925
2712,Suzuki Alto VXL AGS 2020,Suzuki,2020,41389,Petrol,Automatic,Lahore,Grey,660.0,Hatchback,21.99,23.894774473723373,24.13157562341894,18.905506209697535
2713,Toyota Land Cruiser VX Limited 4.5 1992,Toyota,1992,12500,Diesel,Automatic,Haripur,Blue,4500.0,SUV,22.0,21.99999999997908,59.63722148313991,103.43504321337213
2714,Suzuki Wagon R VXL 2019,Suzuki,2019,41000,Petrol,Manual,Lahore,White,1000.0,Hatchback,22.0,22.53963970219229,22.542194638968795,26.796225915639567
2715,Suzuki Alto S Package 2018,Suzuki,2018,60000,Petrol,Automatic,Sindh,Brown,660.0,Hatchback,22.0,18.953671258264876,19.211535945864853,18.89716290095243
2716,Suzuki Cultus EURO II 2015,Suzuki,2015,52900,Petrol,Manual,Rawalpindi,White,1000.0,Hatchback,22.0,13.730198172142082,13.62722352437504,26.778704785017084
2717,Suzuki Swift DLX 1.3 2019,Suzuki,2019,45000,Petrol,Manual,Lahore,White,1300.0,Hatchback,22.0,29.29672363672944,29.29055398696255,36.68838289216286
2718,Suzuki Every Wagon JP 2018,Suzuki,2018,56000,Petrol,Manual,Punjab,White,660.0,Micro Van,22.0,15.696672889727779,15.526124113785045,18.89634779971371
2719,Changan Karvaan Plus 2021,Changan,2021,60000,Petrol,Manual,Punjab,White,1000.0,Mini Van,22.0,22.852585224813083,22.72974606247317,26.805397002038553
2720,Suzuki Alto VXR 2021,Suzuki,2021,11000,Petrol,Manual,Punjab,White,660.0,Hatchback,22.0,19.47766240801593,19.4008009547033,18.908931163181443
2721,Toyota Vitz F 1.3 2013,Toyota,2013,7000,Petrol,Automatic,Punjab,Silver,1300.0,Hatchback,22.0,29.301684096350982,29.303982926700883,36.66290931364656
2722,Suzuki Alto VXR 2022,Suzuki,2022,3000,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.1,22.289044980208928,22.252833488644683,18.913196150860223
2723,Suzuki Alto VXL AGS 2020,Suzuki,2020,29000,Petrol,Automatic,Punjab,White,660.0,Hatchback,22.1,24.378364031802448,24.55578778268773,18.9056443991622
2724,Suzuki Alto VXR 2022,Suzuki,2022,3000,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.1,22.289044980208928,22.252833488644683,18.913196150860223
2725,Suzuki Alto VXR 2022,Suzuki,2022,6600,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.1,22.289044980208928,22.252833488644683,18.913196150860223
2726,Suzuki Swift DLX 1.3 Navigation  2019,Suzuki,2019,37000,Petrol,Manual,Sindh,White,1300.0,Hatchback,22.1,29.0196826409383,28.964424277091894,36.688385177670966
2727,Suzuki Alto VXR (CNG) 2022,Suzuki,2022,1000,Petrol,Manual,Un-Registered,White,660.0,Hatchback,22.1,24.409794300354406,24.397582586977478,18.913460090309407
2728,Suzuki Alto VXR 2022,Suzuki,2022,7830,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.1,22.289044980208928,22.252833488644683,18.913196150860223
2729,Suzuki Alto VXR 2022,Suzuki,2022,7950,Petrol,Manual,Punjab,White,660.0,Hatchback,22.1,21.56402032074311,21.47680245219908,18.91317615774784
2730,Suzuki Alto VXR 2021,Suzuki,2021,8000,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.1,20.202687067481747,20.1768319911489,18.908951156042754
2731,Suzuki Wagon R VXL 2020,Suzuki,2020,37000,Petrol,Manual,Lahore,White,1000.0,Hatchback,22.1,24.62599761492038,24.618196136463666,26.800650977458893
2732,Suzuki Alto VXL AGS 2021,Suzuki,2021,15000,Petrol,Automatic,Islamabad,White,660.0,Hatchback,22.1,27.189746603995445,27.407820316628204,18.90989613021948
2733,Suzuki Alto VXR 2022,Suzuki,2022,2000,Petrol,Manual,Un-Registered,White,660.0,Hatchback,22.1,24.409794300354406,24.397582586977478,18.913460090309407
2734,Suzuki Alto VXR 2022,Suzuki,2022,6000,Petrol,Manual,Punjab,White,660.0,Hatchback,22.1,21.56402032074311,21.47680245219908,18.91317615774784
2735,Suzuki Alto VXL AGS 2020,Suzuki,2020,37562,Petrol,Automatic,Lahore,Grey,660.0,Hatchback,22.1,23.894774473723373,24.13157562341894,18.905506209697535
2736,Suzuki Alto VXR 2022,Suzuki,2022,18000,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.1,22.289044980208928,22.252833488644683,18.913196150860223
2737,Suzuki Alto VXR 2022,Suzuki,2022,1300,Petrol,Manual,Un-Registered,White,660.0,Hatchback,22.1,24.409794300354406,24.397582586977478,18.913460090309407
2738,Suzuki Alto VXL AGS 2020,Suzuki,2020,34000,Petrol,Automatic,Sindh,White,660.0,Hatchback,22.1,23.677987696501077,23.874914157679996,18.905567364276266
2739,Suzuki Alto VXR 2022,Suzuki,2022,10000,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.15,22.289044980208928,22.252833488644683,18.913196150860223
2740,Suzuki Alto VXR 2022,Suzuki,2022,680,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.15,22.289044980208928,22.252833488644683,18.913196150860223
2741,Suzuki Alto VXL AGS 2021,Suzuki,2021,25000,Petrol,Automatic,Sindh,White,660.0,Hatchback,22.15,25.764345609228258,25.950915655174867,18.90979910256204
2742,Suzuki Alto VXR 2022,Suzuki,2022,400,Petrol,Manual,Punjab,Silver,660.0,Hatchback,22.15,20.72927515841093,20.61221029860826,18.91315944510098
2743,Suzuki Alto VXR 2021,Suzuki,2021,22600,Petrol,Manual,Kashmir,White,660.0,Hatchback,22.15,22.150000000006912,20.764592272045775,18.908945996215827
2744,Suzuki Alto VXR 2022,Suzuki,2022,3700,Petrol,Manual,Un-Registered,White,660.0,Hatchback,22.15,24.409794300354406,24.397582586977478,18.913460090309407
2745,Suzuki Wagon R VXL 2020,Suzuki,2020,19000,Petrol,Manual,Lahore,White,1000.0,Hatchback,22.15,24.62599761492038,24.618196136463666,26.800650977458893
2746,Suzuki Wagon R VXL 2022,Suzuki,2022,26000,Petrol,Manual,Sindh,Silver,1000.0,Hatchback,22.15,27.686927282251418,27.579477267992843,26.80951608444262
2747,Suzuki Alto VXR 2022,Suzuki,2022,15700,Petrol,Manual,Punjab,White,660.0,Hatchback,22.15,21.56402032074311,21.47680245219908,18.91317615774784
2748,Suzuki Alto VXR 2022,Suzuki,2022,15600,Petrol,Manual,Punjab,White,660.0,Hatchback,22.15,21.56402032074311,21.47680245219908,18.91317615774784
2749,Prince K07 S 2022,Prince,2022,1001,Petrol,Manual,Un-Registered,Black,1000.0,Van,22.19,20.35326224776236,20.63180295366692,26.81030002134898
2750,Honda City 1.3 i-VTEC 2016,Honda,2016,59000,Petrol,Manual,Sindh,Grey,1300.0,Sedan,22.2,27.9437919410002,27.72375646670298,36.67484642223566
2751,Suzuki Alto VXR 2022,Suzuki,2022,950,Petrol,Manual,Punjab,Silver,660.0,Hatchback,22.2,20.72927515841093,20.61221029860826,18.91315944510098
2752,Suzuki Alto VXR 2022,Suzuki,2022,7000,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.2,22.289044980208928,22.252833488644683,18.913196150860223
2753,Changan Karvaan Plus 2021,Changan,2021,50000,Petrol,Manual,Punjab,White,1000.0,Mini Van,22.2,22.852585224813083,22.72974606247317,26.805397002038553
2754,Suzuki Swift DLX 1.3 Navigation  2018,Suzuki,2018,48600,Petrol,Manual,Rawalpindi,White,1300.0,Hatchback,22.2,26.746355844861682,26.60358736485341,36.68396235344758
2755,Suzuki Alto VXR 2022,Suzuki,2022,2000,Petrol,Manual,Sindh,White,660.0,Hatchback,22.2,20.86364398544174,20.795928827191346,18.913099123119714
2756,Suzuki Wagon R VXL 2020,Suzuki,2020,55000,Petrol,Manual,Punjab,Silver,1000.0,Hatchback,22.2,24.214587792098428,24.108347898009924,26.80071344145157
2757,Suzuki Wagon R VXL 2021,Suzuki,2021,36256,Petrol,Manual,Punjab,Silver,1000.0,Hatchback,22.2,26.300945704825608,26.184349395504796,26.8051494099904
2758,Suzuki Wagon R VXR 2021,Suzuki,2021,13000,Petrol,Manual,Punjab,White,1000.0,Hatchback,22.2,27.13569086715779,27.048941549095616,26.80517028615447
2759,Changan Karvaan Plus 2021,Changan,2021,10000,Petrol,Manual,Islamabad,Silver,1000.0,Mini Van,22.2,22.742864721946717,22.64118494532795,26.80539993845246
2760,Suzuki Alto VXR 2022,Suzuki,2022,5000,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.2,22.289044980208928,22.252833488644683,18.913196150860223
2761,Suzuki Alto VXR 2022,Suzuki,2022,461,Petrol,Manual,Punjab,White,660.0,Hatchback,22.2,21.56402032074311,21.47680245219908,18.91317615774784
2762,Suzuki Alto VXR 2021,Suzuki,2021,10000,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.2,20.202687067481747,20.1768319911489,18.908951156042754
2763,Suzuki Alto VXR 2022,Suzuki,2022,8000,Petrol,Manual,Punjab,White,660.0,Hatchback,22.2,21.56402032074311,21.47680245219908,18.91317615774784
2764,Suzuki Alto VXR 2022,Suzuki,2022,6500,Petrol,Manual,Un-Registered,White,660.0,Hatchback,22.2,24.409794300354406,24.397582586977478,18.913460090309407
2765,Honda City 1.3 i-VTEC 2015,Honda,2015,58000,Petrol,Manual,Lahore,Silver,1300.0,Sedan,22.25,25.35998408029991,25.178760769619657,36.670414022405325
2766,Honda City 1.3 i-VTEC 2010,Honda,2010,50000,Petrol,Manual,Islamabad,White,1300.0,Sedan,22.25,16.91129967797133,16.7941203873188,36.648330499376335
2767,Suzuki Alto VXL AGS 2020,Suzuki,2020,29000,Petrol,Automatic,Lahore,Silver,660.0,Hatchback,22.25,23.120283529960034,23.336451713959832,18.905546746639516
2768,Suzuki Alto VXR 2022,Suzuki,2022,2500,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.25,22.289044980208928,22.252833488644683,18.913196150860223
2769,Changan Karvaan Plus 2022,Changan,2022,4900,Petrol,Manual,Sindh,White,1000.0,Mini Van,22.25,24.238566802238893,24.124873934961215,26.80976367563175
2770,Suzuki Cultus VXR 2018,Suzuki,2018,33800,Petrol,Manual,Islamabad,White,1000.0,Hatchback,22.25,21.601641788441157,21.596968093056603,26.79191891672972
2771,Suzuki Wagon R VXL 2020,Suzuki,2020,24600,Petrol,Manual,Punjab,White,1000.0,Hatchback,22.25,25.04933295443061,24.972940051600744,26.800734317265004
2772,Suzuki Alto VXR 2022,Suzuki,2022,4633,Petrol,Manual,Lahore,White,660.0,Hatchback,22.25,21.14068498123288,21.122058537062003,18.913095217434567
2773,Daihatsu Cast Style X SA III 2015,Daihatsu,2015,23000,Petrol,Automatic,Islamabad,Burgundy,660.0,Hatchback,22.25,16.879917381397718,17.12720457353862,18.88496998481859
2774,Suzuki Alto VXR 2021,Suzuki,2021,10500,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.25,20.202687067481747,20.1768319911489,18.908951156042754
2775,Suzuki Wagon R VXL 2019,Suzuki,2019,34000,Petrol,Manual,Lahore,Grey,1000.0,Hatchback,22.25,22.479385483623446,22.472726394837082,26.796165539199066
2776,Suzuki Wagon R VXL 2020,Suzuki,2020,30500,Petrol,Manual,Abbottabad,White,1000.0,Hatchback,22.25,25.276407313883283,25.239161575261278,26.800749186260667
2777,Suzuki Hustler G 2017,Suzuki,2017,26000,Petrol,Automatic,Islamabad,Green,660.0,Hatchback,22.25,16.492248262588873,16.859285954716142,18.8930575230862
2778,Suzuki Wagon R VXL 2020,Suzuki,2020,55000,Petrol,Manual,Lahore,White,1000.0,Hatchback,22.26,24.62599761492038,24.618196136463666,26.800650977458893
2779,Toyota Surf SSR-X 3.0D 1995,Toyota,1995,3333,Diesel,Automatic,Lahore,Black,3000.0,SUV,22.3,71.34474104653054,70.98317494698767,102.52287546331021
2780,Suzuki Alto VXR 2022,Suzuki,2022,4000,Petrol,Manual,Punjab,White,660.0,Hatchback,22.3,21.56402032074311,21.47680245219908,18.91317615774784
2781,Nissan Clipper NV100 2017,Nissan,2017,25820,Petrol,Manual,Un-Registered,Silver,660.0,Micro Van,22.3,21.832417449796594,21.43840562915375,18.892676145194415
2782,Changan Karvaan Plus 2021,Changan,2021,4183,Petrol,Manual,Sindh,Silver,1000.0,Mini Van,22.3,21.31746372717953,21.184280283874614,26.805295928618726
2783,Suzuki Alto VXR 2022,Suzuki,2022,5000,Petrol,Manual,Islamabad,Silver,660.0,Hatchback,22.3,21.454299817876745,21.388241335053863,18.913179438197048
2784,Suzuki Alto VXR 2022,Suzuki,2022,500,Petrol,Manual,Un-Registered,White,660.0,Hatchback,22.3,24.409794300354406,24.397582586977478,18.913460090309407
2785,Suzuki Alto VXR 2022,Suzuki,2022,3300,Petrol,Manual,Lahore,White,660.0,Hatchback,22.3,21.14068498123288,21.122058537062003,18.913095217434567
2786,Suzuki Alto VXR 2022,Suzuki,2022,9000,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.3,22.289044980208928,22.252833488644683,18.913196150860223
2787,Suzuki Alto VXR 2022,Suzuki,2022,1800,Petrol,Manual,Punjab,White,660.0,Hatchback,22.3,21.56402032074311,21.47680245219908,18.91317615774784
2788,Daihatsu Mira ES 2016,Daihatsu,2016,33200,Petrol,Automatic,Punjab,Pink,660.0,Hatchback,22.3,19.332131705356005,19.397614845768658,18.889113684955703
2789,Suzuki Alto VXR 2021,Suzuki,2021,23800,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.3,20.202687067481747,20.1768319911489,18.908951156042754
2790,Suzuki Alto VXR 2022,Suzuki,2022,2900,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.3,22.289044980208928,22.252833488644683,18.913196150860223
2791,Suzuki Alto VXR 2022,Suzuki,2022,600,Petrol,Manual,Un-Registered,White,660.0,Hatchback,22.3,24.409794300354406,24.397582586977478,18.913460090309407
2792,Suzuki Alto VXR 2022,Suzuki,2022,490,Petrol,Manual,Islamabad,Silver,660.0,Hatchback,22.3,21.454299817876745,21.388241335053863,18.913179438197048
2793,Suzuki Alto VXR 2022,Suzuki,2022,8500,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.3,22.289044980208928,22.252833488644683,18.913196150860223
2794,Suzuki Alto VXR 2022,Suzuki,2022,3300,Petrol,Manual,Punjab,White,660.0,Hatchback,22.3,21.56402032074311,21.47680245219908,18.91317615774784
2795,Suzuki Alto VXR 2022,Suzuki,2022,522,Petrol,Manual,Lahore,White,660.0,Hatchback,22.3,21.14068498123288,21.122058537062003,18.913095217434567
2796,Suzuki Alto VXR 2021,Suzuki,2021,56670,Petrol,Manual,Islamabad,Silver,660.0,Hatchback,22.3,19.367941905149564,19.31223983755808,18.908934443768352
2797,Prince K07 S 2020,Prince,2020,20000,Petrol,Manual,Islamabad,Silver,1000.0,Van,22.3,11.249710096087256,11.441544706607601,26.80097812472198
2798,Suzuki Cultus VXL 2019,Suzuki,2019,25000,Petrol,Manual,Sindh,White,1000.0,Hatchback,22.3,22.26259870640115,22.21606492909814,26.796229058044062
2799,Suzuki Alto VXR 2022,Suzuki,2022,13500,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.3,22.289044980208928,22.252833488644683,18.913196150860223
2800,Suzuki Alto VXR 2022,Suzuki,2022,5000,Petrol,Manual,Un-Registered,White,660.0,Hatchback,22.3,24.409794300354406,24.397582586977478,18.913460090309407
2801,Suzuki Alto VXR 2022,Suzuki,2022,1000,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.3,22.289044980208928,22.252833488644683,18.913196150860223
2802,Suzuki Alto VXL AGS 2019,Suzuki,2019,34000,Petrol,Automatic,Sindh,White,660.0,Hatchback,22.3,21.591629783772987,21.798912660185124,18.901348885178095
2803,Suzuki Alto VXR 2022,Suzuki,2022,2000,Petrol,Manual,Punjab,White,660.0,Hatchback,22.3,21.56402032074311,21.47680245219908,18.91317615774784
2804,Suzuki Wagon R VXL 2019,Suzuki,2019,38000,Petrol,Manual,Islamabad,Silver,1000.0,Hatchback,22.3,22.853254538836154,22.808377436960654,26.796312192238823
2805,Suzuki Alto VXR 2022,Suzuki,2022,9000,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.3,22.289044980208928,22.252833488644683,18.913196150860223
2806,Suzuki Alto VXR 2022,Suzuki,2022,1500,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.35,22.289044980208928,22.252833488644683,18.913196150860223
2807,Suzuki Alto VXL AGS 2021,Suzuki,2021,23000,Petrol,Automatic,Lahore,White,660.0,Hatchback,22.35,26.041386605019397,26.277045365045524,18.909795196907027
2808,Suzuki Alto VXL AGS 2020,Suzuki,2020,19000,Petrol,Automatic,Punjab,White,660.0,Hatchback,22.35,24.378364031802448,24.55578778268773,18.9056443991622
2809,Suzuki Alto VXR 2022,Suzuki,2022,5570,Petrol,Manual,Lahore,Grey,660.0,Hatchback,22.35,21.080430762664037,21.05259029293029,18.913037967860504
2810,Suzuki Alto VXR 2022,Suzuki,2022,2500,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.35,22.289044980208928,22.252833488644683,18.913196150860223
2811,Changan Karvaan Plus 2021,Changan,2021,21000,Petrol,Manual,Punjab,White,1000.0,Mini Van,22.35,22.852585224813083,22.72974606247317,26.805397002038553
2812,Suzuki Alto VXR 2022,Suzuki,2022,3500,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.4,22.289044980208928,22.252833488644683,18.913196150860223
2813,Suzuki Alto VXR 2022,Suzuki,2022,8000,Petrol,Manual,Punjab,White,660.0,Hatchback,22.4,21.56402032074311,21.47680245219908,18.91317615774784
2814,Suzuki Alto VXR 2022,Suzuki,2022,1800,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.4,22.289044980208928,22.252833488644683,18.913196150860223
2815,Suzuki Alto VXR 2022,Suzuki,2022,1500,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.4,22.289044980208928,22.252833488644683,18.913196150860223
2816,Suzuki Alto VXR 2022,Suzuki,2022,650,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.4,22.289044980208928,22.252833488644683,18.913196150860223
2817,Suzuki Alto VXR 2022,Suzuki,2022,1500,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.4,22.289044980208928,22.252833488644683,18.913196150860223
2818,Daihatsu Mira X 2020,Daihatsu,2020,43500,Petrol,Automatic,Punjab,White,660.0,Hatchback,22.4,29.79002908757684,29.70773944486973,18.90588827036622
2819,Suzuki Alto VXR 2022,Suzuki,2022,16000,Petrol,Manual,Lahore,White,660.0,Hatchback,22.4,21.14068498123288,21.122058537062003,18.913095217434567
2820,Suzuki Alto VXL AGS 2021,Suzuki,2021,21350,Petrol,Automatic,Punjab,White,660.0,Hatchback,22.4,26.46472194452963,26.631789280182602,18.909876137338237
2821,Suzuki Wagon R VXL 2020,Suzuki,2020,25000,Petrol,Manual,Punjab,White,1000.0,Hatchback,22.4,25.04933295443061,24.972940051600744,26.800734317265004
2822,Changan Karvaan Plus 2022,Changan,2022,7500,Petrol,Manual,Punjab,White,1000.0,Mini Van,22.4,24.938943137540264,24.80574755996895,26.809843872750697
2823,Suzuki Wagon R VXL 2021,Suzuki,2021,23000,Petrol,Manual,Punjab,White,1000.0,Hatchback,22.4,27.13569086715779,27.048941549095616,26.80517028615447
2824,Suzuki Alto VXR 2022,Suzuki,2022,1800,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.4,22.289044980208928,22.252833488644683,18.913196150860223
2825,Suzuki Alto VXR 2022,Suzuki,2022,1800,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.4,22.289044980208928,22.252833488644683,18.913196150860223
2826,Suzuki Alto VXR 2022,Suzuki,2022,21000,Petrol,Manual,Islamabad,Silver,660.0,Hatchback,22.4,21.454299817876745,21.388241335053863,18.913179438197048
2827,Suzuki Alto VXR 2021,Suzuki,2021,10000,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.4,20.202687067481747,20.1768319911489,18.908951156042754
2828,Suzuki Wagon R VXL 2019,Suzuki,2019,26500,Petrol,Manual,Lahore,White,1000.0,Hatchback,22.4,22.53963970219229,22.542194638968795,26.796225915639567
2829,Suzuki Hustler G 2015,Suzuki,2015,46000,Petrol,Automatic,Lahore,Black,660.0,Hatchback,22.4,15.498580972397576,15.849950380221344,18.884739407043398
2830,Suzuki Alto VXR 2022,Suzuki,2022,850,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.4,22.289044980208928,22.252833488644683,18.913196150860223
2831,Suzuki Alto VXR 2022,Suzuki,2022,485,Petrol,Manual,Islamabad,White,660.0,Hatchback,22.45,22.289044980208928,22.252833488644683,18.913196150860223
2832,Suzuki Wagon R VXL 2020,Suzuki,2020,25000,Petrol,Manual,Islamabad,White,1000.0,Hatchback,22.45,25.774357613896427,25.748971088046346,26.800758129542984
2833,Suzuki Wagon R VXL 2021,Suzuki,2021,30000,Petrol,Manual,Punjab,White,1000.0,Hatchback,22.45,27.13569086715779,27.048941549095616,26.80517028615447
2834,Suzuki Alto VXR 2022,Suzuki,2022,14000,Petrol,Manual,Islamabad,Grey,660.0,Hatchback,22.45,22.228790761640084,22.18336524451297,18.913138901235115
